Market	Channel	Region	Category	SubCategory	Brand	Variant	PackType	PPG	PackSize	Year	Month	Week	Date	BrCatId	SalesValue	Volume	VolumeUnits	D1	D2	D3	D4	D5	D6	AV1	AV2	AV3	AV4	AV5	AV6	EV1	EV2	EV3	EV4	EV5	EV6	PrepDate
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  lactose free	allpacktype	allppg	allpacksize	2022	12	52	01-01-2023 00:00	Brand	151889695	10754.16	0	35.1730451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  lactose free	allpacktype	allppg	allpacksize	2023	2	8	26-02-2023 00:00	Brand	122274254.5	8738.223	0	35.57597646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  lactose free	allpacktype	allppg	allpacksize	2023	3	13	02-04-2023 00:00	Brand	164180430.2	11356.349	0	34.08152628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  lactose free	allpacktype	allppg	allpacksize	2023	4	17	30-04-2023 00:00	Brand	98150275	7044.72	0	28.64784244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  lactose free	allpacktype	allppg	allpacksize	2023	5	21	28-05-2023 00:00	Brand	71396890	4830.36	0	25.60567148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  lactose free	allpacktype	allppg	allpacksize	2023	6	26	02-07-2023 00:00	Brand	73416909	5019.6	0	24.69512249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  lactose free	allpacktype	allppg	allpacksize	2023	7	30	30-07-2023 00:00	Brand	35986762	2555.52	0	16.58986184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  lactose free	allpacktype	allppg	allpacksize	2023	8	34	27-08-2023 00:00	Brand	22728793	1614.36	0	11.54086615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  lactose free	allpacktype	allppg	allpacksize	2023	9	39	01-10-2023 00:00	Brand	20195563	1504.44	0	8.262452286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  lactose free	allpacktype	allppg	allpacksize	2023	10	43	29-10-2023 00:00	Brand	7929244	650.28	0	4.384240016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  lactose free	allpacktype	allppg	allpacksize	2023	11	47	26-11-2023 00:00	Brand	3663644	261.12	0	2.739827731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  lactose free	allpacktype	allppg	allpacksize	2023	12	52	31-12-2023 00:00	Brand	2873571	249.6	0	1.66487554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  lactose free	allpacktype	allppg	allpacksize	2024	1	4	28-01-2024 00:00	Brand	1066142	96.72	0	0.917822878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  lactose free	allpacktype	allppg	allpacksize	2024	2	8	25-02-2024 00:00	Brand	631397	56.16	0	0.6538895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  lactose free	allpacktype	allppg	allpacksize	2024	3	13	31-03-2024 00:00	Brand	486247	63.36	0	0.2706604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  lactose free	allpacktype	allppg	allpacksize	2024	4	17	28-04-2024 00:00	Brand	126732	10.08	0	0.1128413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  lactose free	allpacktype	allppg	allpacksize	2024	5	21	26-05-2024 00:00	Brand	83365	7.2	0	0.0902935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  semi skimmed	allpacktype	allppg	allpacksize	2021	7	30	01-08-2021 00:00	Brand	146569402	21048.84	0	39.98171962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  semi skimmed	allpacktype	allppg	allpacksize	2021	8	34	29-08-2021 00:00	Brand	140725044	21009.36	0	26.97246711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  semi skimmed	allpacktype	allppg	allpacksize	2021	9	39	03-10-2021 00:00	Brand	211993352	32371.08	0	28.06599892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  semi skimmed	allpacktype	allppg	allpacksize	2021	10	43	31-10-2021 00:00	Brand	194731998	31435.92	0	23.7980852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  semi skimmed	allpacktype	allppg	allpacksize	2021	11	47	28-11-2021 00:00	Brand	216600831	36197.44	0	28.28629471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  semi skimmed	allpacktype	allppg	allpacksize	2022	1	4	30-01-2022 00:00	Brand	141468713	21819.52	0	30.51195691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  semi skimmed	allpacktype	allppg	allpacksize	2021	12	52	02-01-2022 00:00	Brand	229771504	37862.44	0	30.31287769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  semi skimmed	allpacktype	allppg	allpacksize	2022	2	8	27-02-2022 00:00	Brand	129602938.2	18656.6	0	30.43729289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  semi skimmed	allpacktype	allppg	allpacksize	2022	3	13	03-04-2022 00:00	Brand	169697105	23901.84	0	34.90870399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  semi skimmed	allpacktype	allppg	allpacksize	2022	4	17	01-05-2022 00:00	Brand	114782138	14252.72	0	35.49773141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  semi skimmed	allpacktype	allppg	allpacksize	2022	5	21	29-05-2022 00:00	Brand	120231849	14396.72	0	36.43568881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  semi skimmed	allpacktype	allppg	allpacksize	2022	6	26	03-07-2022 00:00	Brand	161195220	19489.72	0	35.84882012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  semi skimmed	allpacktype	allppg	allpacksize	2022	7	30	31-07-2022 00:00	Brand	128929463	16482.28	0	36.04410753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  semi skimmed	allpacktype	allppg	allpacksize	2022	8	34	28-08-2022 00:00	Brand	152280463	19410.96	0	36.13918936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  semi skimmed	allpacktype	allppg	allpacksize	2022	9	39	02-10-2022 00:00	Brand	185275914	22199.76	0	34.90191511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  semi skimmed	allpacktype	allppg	allpacksize	2022	10	43	30-10-2022 00:00	Brand	124297997	12279.36	0	34.73964239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  semi skimmed	allpacktype	allppg	allpacksize	2022	11	47	27-11-2022 00:00	Brand	113481600.3	11000.64	0	33.37913407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  semi skimmed	allpacktype	allppg	allpacksize	2023	1	4	29-01-2023 00:00	Brand	103267215	9460.44	0	29.19403965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  semi skimmed	allpacktype	allppg	allpacksize	2022	12	52	01-01-2023 00:00	Brand	135205702	12770.28	0	32.02676864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  semi skimmed	allpacktype	allppg	allpacksize	2023	2	8	26-02-2023 00:00	Brand	110763731	10514.358	0	29.81155922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  semi skimmed	allpacktype	allppg	allpacksize	2023	3	13	02-04-2023 00:00	Brand	142746659.5	13628.007	0	29.65676968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  semi skimmed	allpacktype	allppg	allpacksize	2023	4	17	30-04-2023 00:00	Brand	72331769	5977.8	0	29.02959492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  semi skimmed	allpacktype	allppg	allpacksize	2023	5	21	28-05-2023 00:00	Brand	72339764	5940.6	0	31.82083813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  semi skimmed	allpacktype	allppg	allpacksize	2023	6	26	02-07-2023 00:00	Brand	92680126	7605.84	0	32.91658006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  semi skimmed	allpacktype	allppg	allpacksize	2023	7	30	30-07-2023 00:00	Brand	64333425	5180.88	0	30.6254114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  semi skimmed	allpacktype	allppg	allpacksize	2023	8	34	27-08-2023 00:00	Brand	57936453	4571.52	0	29.199824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  semi skimmed	allpacktype	allppg	allpacksize	2023	9	39	01-10-2023 00:00	Brand	76882402	6080.52	0	29.25162486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  semi skimmed	allpacktype	allppg	allpacksize	2023	10	43	29-10-2023 00:00	Brand	56943707.91	4504.414	0	28.16764141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  semi skimmed	allpacktype	allppg	allpacksize	2023	11	47	26-11-2023 00:00	Brand	55246906.28	4388.867	0	27.36596671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  semi skimmed	allpacktype	allppg	allpacksize	2023	12	52	31-12-2023 00:00	Brand	65321265.24	5172.498	0	25.82087799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  semi skimmed	allpacktype	allppg	allpacksize	2024	1	4	28-01-2024 00:00	Brand	43261338	3411.72	0	23.5651587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  semi skimmed	allpacktype	allppg	allpacksize	2024	2	8	25-02-2024 00:00	Brand	53059407.26	4574.767	0	23.90924652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  semi skimmed	allpacktype	allppg	allpacksize	2024	3	13	31-03-2024 00:00	Brand	67919375.54	5431.784	0	24.84191052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  semi skimmed	allpacktype	allppg	allpacksize	2024	4	17	28-04-2024 00:00	Brand	50037667.8	4050.146	0	25.4570074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  semi skimmed	allpacktype	allppg	allpacksize	2024	5	21	26-05-2024 00:00	Brand	50422686.97	3992.411	0	25.2595937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  semi skimmed	allpacktype	allppg	allpacksize	2024	6	26	30-06-2024 00:00	Brand	61885713	4973.28	0	25.1806358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  semi skimmed	allpacktype	allppg	allpacksize	2024	7	30	28-07-2024 00:00	Brand	47989153.62	3974.508	0	25.4229641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  semi skimmed	allpacktype	allppg	allpacksize	2024	8	34	25-08-2024 00:00	Brand	41280213.83	3269.838	0	21.6536313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  skimmed	allpacktype	allppg	allpacksize	2021	7	30	01-08-2021 00:00	Brand	104485892	13199.76	0	46.16611384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  skimmed	allpacktype	allppg	allpacksize	2021	8	34	29-08-2021 00:00	Brand	116121788	14685.36	0	50.99159811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  skimmed	allpacktype	allppg	allpacksize	2021	9	39	03-10-2021 00:00	Brand	148881656	18757.32	0	50.87788802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  skimmed	allpacktype	allppg	allpacksize	2021	10	43	31-10-2021 00:00	Brand	99549065	12671.04	0	44.80256187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  skimmed	allpacktype	allppg	allpacksize	2021	11	47	28-11-2021 00:00	Brand	93588431	11866.32	0	41.37410845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  skimmed	allpacktype	allppg	allpacksize	2022	1	4	30-01-2022 00:00	Brand	83564786	10290.36	0	39.42253266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  skimmed	allpacktype	allppg	allpacksize	2021	12	52	02-01-2022 00:00	Brand	111700410	14085.6	0	40.74178827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  skimmed	allpacktype	allppg	allpacksize	2022	2	8	27-02-2022 00:00	Brand	93068139	11429.4	0	39.66765811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  skimmed	allpacktype	allppg	allpacksize	2022	3	13	03-04-2022 00:00	Brand	130028180	16273.56	0	40.56466423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  skimmed	allpacktype	allppg	allpacksize	2022	4	17	01-05-2022 00:00	Brand	89546465	10466.52	0	39.11534611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  skimmed	allpacktype	allppg	allpacksize	2022	5	21	29-05-2022 00:00	Brand	93240296	9834.36	0	37.48097982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  skimmed	allpacktype	allppg	allpacksize	2022	6	26	03-07-2022 00:00	Brand	124156215	12613.32	0	36.55745653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  skimmed	allpacktype	allppg	allpacksize	2022	7	30	31-07-2022 00:00	Brand	93024685	9118.92	0	35.31022354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  skimmed	allpacktype	allppg	allpacksize	2022	8	34	28-08-2022 00:00	Brand	83934540	7802.28	0	35.1905051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  skimmed	allpacktype	allppg	allpacksize	2022	9	39	02-10-2022 00:00	Brand	106789786	9075	0	34.15372684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  skimmed	allpacktype	allppg	allpacksize	2022	10	43	30-10-2022 00:00	Brand	81640316	6701.64	0	32.68226124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  skimmed	allpacktype	allppg	allpacksize	2022	11	47	27-11-2022 00:00	Brand	74938759	5950.08	0	30.76063333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  skimmed	allpacktype	allppg	allpacksize	2023	1	4	29-01-2023 00:00	Brand	61745434	4580.64	0	28.04738749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  skimmed	allpacktype	allppg	allpacksize	2022	12	52	01-01-2023 00:00	Brand	86078628	6725.88	0	29.74377263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  skimmed	allpacktype	allppg	allpacksize	2023	2	8	26-02-2023 00:00	Brand	62676950.43	4605.111	0	27.60299782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  skimmed	allpacktype	allppg	allpacksize	2023	3	13	02-04-2023 00:00	Brand	95989349.67	7045.794	0	30.12523191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  skimmed	allpacktype	allppg	allpacksize	2023	4	17	30-04-2023 00:00	Brand	94748073	8452.2	0	42.45011313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  skimmed	allpacktype	allppg	allpacksize	2023	5	21	28-05-2023 00:00	Brand	86592784	6424.32	0	41.73403453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  skimmed	allpacktype	allppg	allpacksize	2023	6	26	02-07-2023 00:00	Brand	121644924	8800.8	0	43.66813111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  skimmed	allpacktype	allppg	allpacksize	2023	7	30	30-07-2023 00:00	Brand	91452333	6732.48	0	41.99626656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  skimmed	allpacktype	allppg	allpacksize	2023	8	34	27-08-2023 00:00	Brand	94322852	7178.88	0	45.43182866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  skimmed	allpacktype	allppg	allpacksize	2023	9	39	01-10-2023 00:00	Brand	118289231	9309.12	0	48.1606752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  skimmed	allpacktype	allppg	allpacksize	2023	10	43	29-10-2023 00:00	Brand	80622742.11	5900.471	0	47.18950446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  skimmed	allpacktype	allppg	allpacksize	2023	11	47	26-11-2023 00:00	Brand	73090888.89	5252.123	0	43.97705549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  skimmed	allpacktype	allppg	allpacksize	2023	12	52	31-12-2023 00:00	Brand	72514579.34	5150.329	0	38.05746916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  skimmed	allpacktype	allppg	allpacksize	2024	1	4	28-01-2024 00:00	Brand	55265004	3997.56	0	39.1578001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  skimmed	allpacktype	allppg	allpacksize	2024	2	8	25-02-2024 00:00	Brand	55824408.12	4066.339	0	40.52712475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  skimmed	allpacktype	allppg	allpacksize	2024	3	13	31-03-2024 00:00	Brand	77927950.9	5552.178	0	41.58467845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  skimmed	allpacktype	allppg	allpacksize	2024	4	17	28-04-2024 00:00	Brand	52230148.29	3779.357	0	38.9076958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  skimmed	allpacktype	allppg	allpacksize	2024	5	21	26-05-2024 00:00	Brand	53276234.15	3888.196	0	38.89753439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  skimmed	allpacktype	allppg	allpacksize	2024	6	26	30-06-2024 00:00	Brand	57521666	4137.84	0	34.7001445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  skimmed	allpacktype	allppg	allpacksize	2024	7	30	28-07-2024 00:00	Brand	42970927.12	3188.875	0	34.5815475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  skimmed	allpacktype	allppg	allpacksize	2024	8	34	25-08-2024 00:00	Brand	43987840	3132.36	0	32.1564246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  whole milk	allpacktype	allppg	allpacksize	2021	7	30	01-08-2021 00:00	Brand	2495626028	491039.6	0	59.99012015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  whole milk	allpacktype	allppg	allpacksize	2021	8	34	29-08-2021 00:00	Brand	1466611958	256433.8	0	68.01577823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  whole milk	allpacktype	allppg	allpacksize	2021	9	39	03-10-2021 00:00	Brand	2227247958	406665.1	0	62.25427941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  whole milk	allpacktype	allppg	allpacksize	2021	10	43	31-10-2021 00:00	Brand	2194846697	417660.2	0	61.92778192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
Market1	modern trade	allregion	powdermilk	allsubcategory	Brand3	dairy  whole milk	allpacktype	allppg	allpacksize	2021	11	47	28-11-2021 00:00	Brand	1487007928	272024.95	0	51.73440659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04-10-2024 00:00
